chromosome,arm,gene_id_a,gene_id_b,orf_id_a,orf_id_b,gene_name_a,gene_name_b,distance
13,left,S000028690,S000028690,YML133W-B,YML133W-B,YML133W-B,YML133W-B,0
13,left,S000028690,S000028689,YML133W-B,YML133W-A,YML133W-B,YML133W-A,301
13,left,S000028690,S000004602,YML133W-B,YML133C,YML133W-B,YML133C,0
13,left,S000028690,S000004601,YML133W-B,YML132W,YML133W-B,COS3,5935
13,left,S000028690,S000004600,YML133W-B,YML131W,YML133W-B,YML131W,8889
13,left,S000028690,S000004599,YML133W-B,YML130C,YML133W-B,ERO1,10174
13,left,S000028690,S000004598,YML133W-B,YML129C,YML133W-B,COX14,13232
13,left,S000028690,S000004597,YML133W-B,YML128C,YML133W-B,MSC1,13826
13,left,S000028690,S000004596,YML133W-B,YML127W,YML133W-B,RSC9,15755
13,left,S000028690,S000004595,YML133W-B,YML126C,YML133W-B,ERG13,17751
13,left,S000028690,S000004594,YML133W-B,YML125C,YML133W-B,PGA3,19452
13,left,S000028690,S000004593,YML133W-B,YML124C,YML133W-B,TUB3,20739
13,left,S000028690,S000004592,YML133W-B,YML123C,YML133W-B,PHO84,22728
13,left,S000028690,S000004591,YML133W-B,YML122C,YML133W-B,YML122C,24729
13,left,S000028690,S000004590,YML133W-B,YML121W,YML133W-B,GTR1,25621
13,left,S000028690,S000004589,YML133W-B,YML120C,YML133W-B,NDI1,26957
13,left,S000028690,S000004588,YML133W-B,YML119W,YML133W-B,YML119W,29302
13,left,S000028690,S000004587,YML133W-B,YML118W,YML133W-B,NGL3,31025
13,left,S000028690,S000004585,YML133W-B,YML117W,YML133W-B,NAB6,32934
13,left,S000028690,S000004586,YML133W-B,YML116W-A,YML133W-B,YML116W-A,36163
13,left,S000028690,S000004584,YML133W-B,YML116W,YML133W-B,ATR1,36887
13,left,S000028690,S000004583,YML133W-B,YML115C,YML133W-B,VAN1,38878
13,left,S000028690,S000004582,YML133W-B,YML114C,YML133W-B,TAF8,40734
13,left,S000028690,S000004581,YML133W-B,YML113W,YML133W-B,DAT1,42736
13,left,S000028690,S000004580,YML133W-B,YML112W,YML133W-B,CTK3,43754
13,left,S000028690,S000004579,YML133W-B,YML111W,YML133W-B,BUL2,45633
13,left,S000028690,S000004578,YML133W-B,YML110C,YML133W-B,COQ5,48722
13,left,S000028690,S000004577,YML133W-B,YML109W,YML133W-B,ZDS2,50331
13,left,S000028690,S000004576,YML133W-B,YML108W,YML133W-B,YML108W,53484
13,left,S000028690,S000004575,YML133W-B,YML107C,YML133W-B,PML39,53956
13,left,S000028690,S000004574,YML133W-B,YML106W,YML133W-B,URA5,55464
13,left,S000028690,S000004573,YML133W-B,YML105C,YML133W-B,SEC65,56557
13,left,S000028690,S000004572,YML133W-B,YML104C,YML133W-B,MDM1,57630
13,left,S000028690,S000004571,YML133W-B,YML103C,YML133W-B,NUP188,61273
13,left,S000028690,S000004570,YML133W-B,YML102W,YML133W-B,CAC2,66985
13,left,S000028690,S000004569,YML133W-B,YML101C-A,YML133W-B,YML101C-A,68100
