chromosome,arm,gene_id_a,gene_id_b,orf_id_a,orf_id_b,gene_name_a,gene_name_b,distance
15,left,S000028709,S000028709,YOL166W-A,YOL166W-A,YOL166W-A,YOL166W-A,0
15,left,S000028709,S000005526,YOL166W-A,YOL166C,YOL166W-A,YOL166C,260
15,left,S000028709,S000005525,YOL166W-A,YOL165C,YOL166W-A,AAD15,907
15,left,S000028709,S000028580,YOL166W-A,YOL164W-A,YOL166W-A,YOL164W-A,3390
15,left,S000028709,S000005524,YOL166W-A,YOL164W,YOL166W-A,BDS1,5435
15,left,S000028709,S000005523,YOL166W-A,YOL163W,YOL166W-A,YOL163W,8857
15,left,S000028709,S000005522,YOL166W-A,YOL162W,YOL166W-A,YOL162W,9379
15,left,S000028709,S000005521,YOL166W-A,YOL161C,YOL166W-A,PAU20,10809
15,left,S000028709,S000005520,YOL166W-A,YOL160W,YOL166W-A,YOL160W,13573
15,left,S000028709,S000007627,YOL166W-A,YOL159C-A,YOL166W-A,YOL159C-A,14493
15,left,S000028709,S000005519,YOL166W-A,YOL159C,YOL166W-A,CSS3,16541
15,left,S000028709,S000005518,YOL166W-A,YOL158C,YOL166W-A,ENB1,18751
15,left,S000028709,S000005517,YOL166W-A,YOL157C,YOL166W-A,IMA2,21785
15,left,S000028709,S000005516,YOL166W-A,YOL156W,YOL166W-A,HXT11,24533
15,left,S000028709,S000028855,YOL166W-A,YOL155W-A,YOL166W-A,YOL155W-A,26344
15,left,S000028709,S000005515,YOL166W-A,YOL155C,YOL166W-A,HPF1,27963
15,left,S000028709,S000005514,YOL166W-A,YOL154W,YOL166W-A,ZPS1,33918
15,left,S000028709,S000005512,YOL166W-A,YOL152W,YOL166W-A,FRE7,40008
15,left,S000028709,S000005511,YOL166W-A,YOL151W,YOL166W-A,GRE2,42954
15,left,S000028709,S000005510,YOL166W-A,YOL150C,YOL166W-A,YOL150C,43733
15,left,S000028709,S000005509,YOL166W-A,YOL149W,YOL166W-A,DCP1,44198
