chromosome,arm,gene_id_a,gene_id_b,orf_id_a,orf_id_b,gene_name_a,gene_name_b,distance
11,left,S000001708,S000001708,YKL225W,YKL225W,YKL225W,YKL225W,0
11,left,S000001708,S000001707,YKL225W,YKL224C,YKL225W,PAU16,1012
11,left,S000001708,S000001706,YKL225W,YKL223W,YKL225W,YKL223W,1591
11,left,S000001708,S000001705,YKL225W,YKL222C,YKL225W,YKL222C,2705
11,left,S000001708,S000001704,YKL225W,YKL221W,YKL225W,MCH2,5309
11,left,S000001708,S000001703,YKL225W,YKL220C,YKL225W,FRE2,8293
11,left,S000001708,S000001702,YKL225W,YKL219W,YKL225W,COS9,13687
11,left,S000001708,S000001701,YKL225W,YKL218C,YKL225W,SRY1,16561
11,left,S000001708,S000001700,YKL225W,YKL217W,YKL225W,JEN1,21436
11,left,S000001708,S000001699,YKL225W,YKL216W,YKL225W,URA1,24417
11,left,S000001708,S000001698,YKL225W,YKL215C,YKL225W,OXP1,26029
11,left,S000001708,S000001697,YKL225W,YKL214C,YKL225W,YRA2,30284
11,left,S000001708,S000001696,YKL225W,YKL213C,YKL225W,DOA1,31162
11,left,S000001708,S000001695,YKL225W,YKL212W,YKL225W,SAC1,33745
11,left,S000001708,S000001694,YKL225W,YKL211C,YKL225W,TRP3,35901
11,left,S000001708,S000001693,YKL225W,YKL210W,YKL225W,UBA1,38365
11,left,S000001708,S000001692,YKL225W,YKL209C,YKL225W,STE6,41625
11,left,S000001708,S000001691,YKL225W,YKL208W,YKL225W,CBT1,46359
11,left,S000001708,S000001690,YKL225W,YKL207W,YKL225W,EMC3,47396
11,left,S000001708,S000001689,YKL225W,YKL206C,YKL225W,ADD66,48208
11,left,S000001708,S000001688,YKL225W,YKL205W,YKL225W,LOS1,49253
11,left,S000001708,S000001687,YKL225W,YKL204W,YKL225W,EAP1,52906
11,left,S000001708,S000001686,YKL225W,YKL203C,YKL225W,TOR2,55137
11,left,S000001708,S000001685,YKL225W,YKL202W,YKL225W,YKL202W,63023
11,left,S000001708,S000001684,YKL225W,YKL201C,YKL225W,MNN4,63132
11,left,S000001708,S000001681,YKL225W,YKL198C,YKL225W,PTK1,67434
11,left,S000001708,S000001680,YKL225W,YKL197C,YKL225W,PEX1,69936
11,left,S000001708,S000001679,YKL225W,YKL196C,YKL225W,YKT6,74134
11,left,S000001708,S000001678,YKL225W,YKL195W,YKL225W,MIA40,75023
11,left,S000001708,S000001677,YKL225W,YKL194C,YKL225W,MST1,76460
11,left,S000001708,S000001676,YKL225W,YKL193C,YKL225W,SDS22,78068
11,left,S000001708,S000001675,YKL225W,YKL192C,YKL225W,ACP1,79362
11,left,S000001708,S000001674,YKL225W,YKL191W,YKL225W,DPH2,80237
11,left,S000001708,S000001673,YKL225W,YKL190W,YKL225W,CNB1,82149
11,left,S000001708,S000001672,YKL225W,YKL189W,YKL225W,HYM1,83906
11,left,S000001708,S000001671,YKL225W,YKL188C,YKL225W,PXA2,85427
11,left,S000001708,S000001670,YKL225W,YKL187C,YKL225W,FAT3,88486
11,left,S000001708,S000001669,YKL225W,YKL186C,YKL225W,MTR2,91946
11,left,S000001708,S000001668,YKL225W,YKL185W,YKL225W,ASH1,93701
11,left,S000001708,S000001667,YKL225W,YKL184W,YKL225W,SPE1,95959
11,left,S000001708,S000028558,YKL225W,YKL183C-A,YKL225W,YKL183C-A,97597
11,left,S000001708,S000001666,YKL225W,YKL183W,YKL225W,LOT5,97923
11,left,S000001708,S000001665,YKL225W,YKL182W,YKL225W,FAS1,99873
11,left,S000001708,S000001664,YKL225W,YKL181W,YKL225W,PRS1,106518
11,left,S000001708,S000001663,YKL225W,YKL180W,YKL225W,RPL17A,108471
11,left,S000001708,S000001662,YKL225W,YKL179C,YKL225W,COY1,109666
11,left,S000001708,S000001660,YKL225W,YKL177W,YKL225W,YKL177W,113558
11,left,S000001708,S000001661,YKL225W,YKL178C,YKL225W,STE3,112417
11,left,S000001708,S000001659,YKL225W,YKL176C,YKL225W,LST4,114702
11,left,S000001708,S000001658,YKL225W,YKL175W,YKL225W,ZRT3,117995
11,left,S000001708,S000001657,YKL225W,YKL174C,YKL225W,TPO5,119582
11,left,S000001708,S000001656,YKL225W,YKL173W,YKL225W,SNU114,121719
11,left,S000001708,S000001655,YKL225W,YKL172W,YKL225W,EBP2,124961
11,left,S000001708,S000001654,YKL225W,YKL171W,YKL225W,NNK1,126677
11,left,S000001708,S000001653,YKL225W,YKL170W,YKL225W,MRPL38,129836
11,left,S000001708,S000001652,YKL225W,YKL169C,YKL225W,YKL169C,129887
11,left,S000001708,S000001651,YKL225W,YKL168C,YKL225W,KKQ8,130490
11,left,S000001708,S000001650,YKL225W,YKL167C,YKL225W,MRP49,132923
11,left,S000001708,S000001649,YKL225W,YKL166C,YKL225W,TPK3,133711
11,left,S000001708,S000007617,YKL225W,YKL165C-A,YKL225W,YKL165C-A,134992
11,left,S000001708,S000001648,YKL225W,YKL165C,YKL225W,MCD4,137134
11,left,S000001708,S000001647,YKL225W,YKL164C,YKL225W,PIR1,140996
11,left,S000001708,S000001646,YKL225W,YKL163W,YKL225W,PIR3,143603
11,left,S000001708,S000007244,YKL225W,YKL162C-A,YKL225W,YKL162C-A,145124
11,left,S000001708,S000001645,YKL225W,YKL162C,YKL225W,YKL162C,146832
11,left,S000001708,S000001644,YKL225W,YKL161C,YKL225W,KDX1,148588
11,left,S000001708,S000001643,YKL225W,YKL160W,YKL225W,ELF1,152471
11,left,S000001708,S000001642,YKL225W,YKL159C,YKL225W,RCN1,153018
11,left,S000001708,S000001640,YKL225W,YKL157W,YKL225W,APE2,154193
11,left,S000001708,S000001639,YKL225W,YKL156W,YKL225W,RPS27A,157815
11,left,S000001708,S000028668,YKL225W,YKL156C-A,YKL225W,YKL156C-A,158177
11,left,S000001708,S000001638,YKL225W,YKL155C,YKL225W,RSM22,158658
11,left,S000001708,S000001637,YKL225W,YKL154W,YKL225W,SRP102,160803
11,left,S000001708,S000001636,YKL225W,YKL153W,YKL225W,YKL153W,162802
11,left,S000001708,S000001635,YKL225W,YKL152C,YKL225W,GPM1,162844
11,left,S000001708,S000001634,YKL225W,YKL151C,YKL225W,YKL151C,164119
11,left,S000001708,S000001633,YKL225W,YKL150W,YKL225W,MCR1,165746
11,left,S000001708,S000001632,YKL225W,YKL149C,YKL225W,DBR1,166814
11,left,S000001708,S000001631,YKL225W,YKL148C,YKL225W,SDH1,168409
11,left,S000001708,S000001629,YKL225W,YKL146W,YKL225W,AVT3,170985
11,left,S000001708,S000001630,YKL225W,YKL147C,YKL225W,YKL147C,170753
11,left,S000001708,S000001628,YKL225W,YKL145W,YKL225W,RPT1,173415
11,left,S000001708,S000028841,YKL225W,YKL145W-A,YKL225W,YKL145W-A,174160
11,left,S000001708,S000001627,YKL225W,YKL144C,YKL225W,RPC25,175045
11,left,S000001708,S000001626,YKL225W,YKL143W,YKL225W,LTV1,175983
11,left,S000001708,S000001625,YKL225W,YKL142W,YKL225W,MRP8,177717
11,left,S000001708,S000001624,YKL225W,YKL141W,YKL225W,SDH3,178869
11,left,S000001708,S000001623,YKL225W,YKL140W,YKL225W,TGL1,179981
11,left,S000001708,S000001622,YKL225W,YKL139W,YKL225W,CTK1,182160
11,left,S000001708,S000028421,YKL225W,YKL138C-A,YKL225W,HSK3,184005
11,left,S000001708,S000001621,YKL225W,YKL138C,YKL225W,MRPL31,184488
11,left,S000001708,S000001620,YKL225W,YKL137W,YKL225W,CMC1,185159
11,left,S000001708,S000001619,YKL225W,YKL136W,YKL225W,YKL136W,185618
11,left,S000001708,S000001618,YKL225W,YKL135C,YKL225W,APL2,185662
11,left,S000001708,S000001617,YKL225W,YKL134C,YKL225W,OCT1,188326
11,left,S000001708,S000001616,YKL225W,YKL133C,YKL225W,YKL133C,190881
11,left,S000001708,S000001614,YKL225W,YKL131W,YKL225W,YKL131W,193680
11,left,S000001708,S000001615,YKL225W,YKL132C,YKL225W,RMA1,192776
11,left,S000001708,S000001613,YKL225W,YKL130C,YKL225W,SHE2,194490
11,left,S000001708,S000001612,YKL225W,YKL129C,YKL225W,MYO3,195551
11,left,S000001708,S000001611,YKL225W,YKL128C,YKL225W,PMU1,200086
11,left,S000001708,S000001610,YKL225W,YKL127W,YKL225W,PGM1,202743
11,left,S000001708,S000001609,YKL225W,YKL126W,YKL225W,YPK1,204909
11,left,S000001708,S000001608,YKL225W,YKL125W,YKL225W,RRN3,207449
11,left,S000001708,S000001607,YKL225W,YKL124W,YKL225W,SSH4,209795
11,left,S000001708,S000001606,YKL225W,YKL123W,YKL225W,YKL123W,211245
11,left,S000001708,S000001605,YKL225W,YKL122C,YKL225W,SRP21,211697
11,left,S000001708,S000001604,YKL225W,YKL121W,YKL225W,DGR2,213344
11,left,S000001708,S000001603,YKL225W,YKL120W,YKL225W,OAC1,216546
11,left,S000001708,S000001601,YKL225W,YKL118W,YKL225W,YKL118W,218328
11,left,S000001708,S000001602,YKL225W,YKL119C,YKL225W,VPH2,217772
11,left,S000001708,S000001600,YKL225W,YKL117W,YKL225W,SBA1,219526
11,left,S000001708,S000001599,YKL225W,YKL116C,YKL225W,PRR1,220546
11,left,S000001708,S000001598,YKL225W,YKL115C,YKL225W,YKL115C,222095
11,left,S000001708,S000001597,YKL225W,YKL114C,YKL225W,APN1,222554
11,left,S000001708,S000001596,YKL225W,YKL113C,YKL225W,RAD27,223929
11,left,S000001708,S000001595,YKL225W,YKL112W,YKL225W,ABF1,225772
11,left,S000001708,S000001594,YKL225W,YKL111C,YKL225W,YKL111C,227666
11,left,S000001708,S000001593,YKL225W,YKL110C,YKL225W,KTI12,228141
11,left,S000001708,S000001592,YKL225W,YKL109W,YKL225W,HAP4,231429
11,left,S000001708,S000001591,YKL225W,YKL108W,YKL225W,SLD2,233628
11,left,S000001708,S000001590,YKL225W,YKL107W,YKL225W,YKL107W,235343
11,left,S000001708,S000007616,YKL225W,YKL106C-A,YKL225W,YKL106C-A,236349
11,left,S000001708,S000001589,YKL225W,YKL106W,YKL225W,AAT1,236738
11,left,S000001708,S000001588,YKL225W,YKL105C,YKL225W,SEG2,238387
11,left,S000001708,S000001587,YKL225W,YKL104C,YKL225W,GFA1,242422
11,left,S000001708,S000001586,YKL225W,YKL103C,YKL225W,APE1,245340
11,left,S000001708,S000001585,YKL225W,YKL102C,YKL225W,YKL102C,247264
11,left,S000001708,S000001584,YKL225W,YKL101W,YKL225W,HSL1,248122
11,left,S000001708,S000028840,YKL225W,YKL100W-A,YKL225W,YKL100W-A,253361
11,left,S000001708,S000001583,YKL225W,YKL100C,YKL225W,YPF1,252899
11,left,S000001708,S000001582,YKL225W,YKL099C,YKL225W,UTP11,254922
11,left,S000001708,S000001581,YKL225W,YKL098W,YKL225W,MTC2,255972
11,left,S000001708,S000001580,YKL225W,YKL097C,YKL225W,YKL097C,257705
11,left,S000001708,S000028667,YKL225W,YKL096C-B,YKL225W,YKL096C-B,258275
11,left,S000001708,S000001956,YKL225W,YKL096W-A,YKL225W,CWP2,258455
11,left,S000001708,S000001579,YKL225W,YKL096W,YKL225W,CWP1,260334
11,left,S000001708,S000001578,YKL225W,YKL095W,YKL225W,YJU2,261479
11,left,S000001708,S000001577,YKL225W,YKL094W,YKL225W,YJU3,262551
11,left,S000001708,S000001576,YKL225W,YKL093W,YKL225W,MBR1,263991
11,left,S000001708,S000001575,YKL225W,YKL092C,YKL225W,BUD2,265347
11,left,S000001708,S000001574,YKL225W,YKL091C,YKL225W,YKL091C,268920
11,left,S000001708,S000001573,YKL225W,YKL090W,YKL225W,CUE2,271080
11,left,S000001708,S000001572,YKL225W,YKL089W,YKL225W,MIF2,272596
11,left,S000001708,S000001571,YKL225W,YKL088W,YKL225W,CAB3,274485
11,left,S000001708,S000001570,YKL225W,YKL087C,YKL225W,CYT2,276391
11,left,S000001708,S000001569,YKL225W,YKL086W,YKL225W,SRX1,277483
11,left,S000001708,S000001568,YKL225W,YKL085W,YKL225W,MDH1,278325
11,left,S000001708,S000001567,YKL225W,YKL084W,YKL225W,HOT13,279711
11,left,S000001708,S000001566,YKL225W,YKL083W,YKL225W,YKL083W,280123
11,left,S000001708,S000001565,YKL225W,YKL082C,YKL225W,RRP14,280227
11,left,S000001708,S000001564,YKL225W,YKL081W,YKL225W,TEF4,282093
11,left,S000001708,S000001563,YKL225W,YKL080W,YKL225W,VMA5,284232
11,left,S000001708,S000001562,YKL225W,YKL079W,YKL225W,SMY1,285805
