chromosome,arm,gene_id_a,gene_id_b,orf_id_a,orf_id_b,gene_name_a,gene_name_b,distance
3,right,S000000594,S000000594,YCR001W,YCR001W,YCR001W,YCR001W,0
3,right,S000000594,S000000595,YCR001W,YCR002C,YCR001W,CDC10,1381
3,right,S000000594,S000000596,YCR001W,YCR003W,YCR001W,MRPL32,2621
3,right,S000000594,S000000597,YCR001W,YCR004C,YCR001W,YCP4,3576
3,right,S000000594,S000000598,YCR001W,YCR005C,YCR001W,CIT2,4947
3,right,S000000594,S000000599,YCR001W,YCR006C,YCR001W,YCR006C,6531
3,right,S000000594,S000000600,YCR001W,YCR007C,YCR001W,YCR007C,10012
3,right,S000000594,S000000601,YCR001W,YCR008W,YCR001W,SAT4,12471
3,right,S000000594,S000000602,YCR001W,YCR009C,YCR001W,RVS161,14746
3,right,S000000594,S000000603,YCR001W,YCR010C,YCR001W,ADY2,16274
3,right,S000000594,S000000604,YCR001W,YCR011C,YCR001W,ADP1,17725
3,right,S000000594,S000000605,YCR001W,YCR012W,YCR001W,PGK1,21747
3,right,S000000594,S000000606,YCR001W,YCR013C,YCR001W,YCR013C,22403
3,right,S000000594,S000000607,YCR001W,YCR014C,YCR001W,POL4,23186
3,right,S000000594,S000000608,YCR001W,YCR015C,YCR001W,CTO1,25218
3,right,S000000594,S000000609,YCR001W,YCR016W,YCR001W,YCR016W,27635
3,right,S000000594,S000000610,YCR001W,YCR017C,YCR001W,CWH43,28774
3,right,S000000594,S000000611,YCR001W,YCR018C,YCR001W,SRD1,32239
3,right,S000000594,S000007230,YCR001W,YCR018C-A,YCR001W,YCR018C-A,35609
3,right,S000000594,S000000612,YCR001W,YCR019W,YCR001W,MAK32,36838
3,right,S000000594,S000000613,YCR001W,YCR020C,YCR001W,PET18,38013
3,right,S000000594,S000000614,YCR001W,YCR020C-A,YCR001W,MAK31,38831
3,right,S000000594,S000006439,YCR001W,YCR020W-B,YCR001W,HTL1,39321
3,right,S000000594,S000000615,YCR001W,YCR021C,YCR001W,HSP30,40110
3,right,S000000594,S000000616,YCR001W,YCR022C,YCR001W,YCR022C,41422
3,right,S000000594,S000000617,YCR001W,YCR023C,YCR001W,YCR023C,42539
3,right,S000000594,S000000618,YCR001W,YCR024C,YCR001W,SLM5,44745
3,right,S000000594,S000028818,YCR001W,YCR024C-B,YCR001W,YCR024C-B,46600
3,right,S000000594,S000000619,YCR001W,YCR024C-A,YCR001W,PMP1,46946
3,right,S000000594,S000000620,YCR001W,YCR025C,YCR001W,YCR025C,47447
3,right,S000000594,S000000621,YCR001W,YCR026C,YCR001W,NPP1,48112
3,right,S000000594,S000000622,YCR001W,YCR027C,YCR001W,RHB1,51371
3,right,S000000594,S000000623,YCR001W,YCR028C,YCR001W,FEN2,54887
3,right,S000000594,S000007222,YCR001W,YCR028C-A,YCR001W,RIM1,56951
3,right,S000000594,S000000626,YCR001W,YCR030C,YCR001W,SYP1,57827
3,right,S000000594,S000000627,YCR001W,YCR031C,YCR001W,RPS14A,61501
3,right,S000000594,S000000628,YCR001W,YCR032W,YCR001W,BPH1,63521
3,right,S000000594,S000000629,YCR001W,YCR033W,YCR001W,SNT1,70490
3,right,S000000594,S000000630,YCR001W,YCR034W,YCR001W,ELO2,74593
3,right,S000000594,S000000631,YCR001W,YCR035C,YCR001W,RRP43,75835
3,right,S000000594,S000000632,YCR001W,YCR036W,YCR001W,RBK1,77298
3,right,S000000594,S000000633,YCR001W,YCR037C,YCR001W,PHO87,78415
3,right,S000000594,S000007597,YCR001W,YCR038W-A,YCR001W,YCR038W-A,83294
3,right,S000000594,S000000634,YCR001W,YCR038C,YCR001W,BUD5,81622
3,right,S000000594,S000000635,YCR001W,YCR039C,YCR001W,MATALPHA2,83547
3,right,S000000594,S000000636,YCR001W,YCR040W,YCR001W,MATALPHA1,84443
3,right,S000000594,S000000637,YCR001W,YCR041W,YCR001W,YCR041W,84912
3,right,S000000594,S000000638,YCR001W,YCR042C,YCR001W,TAF2,85175
3,right,S000000594,S000000639,YCR001W,YCR043C,YCR001W,YCR043C,90262
3,right,S000000594,S000000640,YCR001W,YCR044C,YCR001W,PER1,90878
3,right,S000000594,S000028607,YCR001W,YCR045W-A,YCR001W,YCR045W-A,92752
3,right,S000000594,S000000641,YCR001W,YCR045C,YCR001W,RRT12,92136
3,right,S000000594,S000000642,YCR001W,YCR046C,YCR001W,IMG1,93915
3,right,S000000594,S000028608,YCR001W,YCR047W-A,YCR001W,YCR047W-A,95302
3,right,S000000594,S000000643,YCR001W,YCR047C,YCR001W,BUD23,94719
3,right,S000000594,S000000644,YCR001W,YCR048W,YCR001W,ARE1,95930
3,right,S000000594,S000000645,YCR001W,YCR049C,YCR001W,YCR049C,95872
3,right,S000000594,S000000646,YCR001W,YCR050C,YCR001W,YCR050C,97465
3,right,S000000594,S000000647,YCR001W,YCR051W,YCR001W,YCR051W,98072
3,right,S000000594,S000000648,YCR001W,YCR052W,YCR001W,RSC6,98995
3,right,S000000594,S000000649,YCR001W,YCR053W,YCR001W,THR4,100698
3,right,S000000594,S000000650,YCR001W,YCR054C,YCR001W,CTR86,102377
3,right,S000000594,S000000653,YCR001W,YCR057C,YCR001W,PWP2,104458
3,right,S000000594,S000000655,YCR001W,YCR059C,YCR001W,YIH1,107455
3,right,S000000594,S000000656,YCR001W,YCR060W,YCR001W,TAH1,108400
3,right,S000000594,S000000657,YCR001W,YCR061W,YCR001W,YCR061W,109564
3,right,S000000594,S000000659,YCR001W,YCR063W,YCR001W,BUD31,112319
3,right,S000000594,S000000660,YCR001W,YCR064C,YCR001W,YCR064C,112096
3,right,S000000594,S000000661,YCR001W,YCR065W,YCR001W,HCM1,113311
3,right,S000000594,S000000662,YCR001W,YCR066W,YCR001W,RAD18,115501
3,right,S000000594,S000000663,YCR001W,YCR067C,YCR001W,SED4,117126
3,right,S000000594,S000000664,YCR001W,YCR068W,YCR001W,ATG15,121215
3,right,S000000594,S000000665,YCR001W,YCR069W,YCR001W,CPR4,123056
