chromosome,arm,gene_id_a,gene_id_b,orf_id_a,orf_id_b,gene_name_a,gene_name_b,distance
8,left,S000028644,S000028644,YHL050W-A,YHL050W-A,YHL050W-A,YHL050W-A,0
8,left,S000028644,S000001042,YHL050W-A,YHL050C,YHL050W-A,YHL050C,0
8,left,S000028644,S000001041,YHL050W-A,YHL049C,YHL050W-A,YHL049C,2433
8,left,S000028644,S000028829,YHL050W-A,YHL048C-A,YHL050W-A,YHL048C-A,4370
8,left,S000028644,S000001040,YHL050W-A,YHL048W,YHL050W-A,COS8,5108
8,left,S000028644,S000028775,YHL050W-A,YHL046W-A,YHL050W-A,YHL046W-A,8688
8,left,S000028644,S000001039,YHL050W-A,YHL047C,YHL050W-A,ARN2,7058
8,left,S000028644,S000001038,YHL050W-A,YHL046C,YHL050W-A,PAU13,10630
8,left,S000028644,S000001037,YHL050W-A,YHL045W,YHL050W-A,YHL045W,11209
8,left,S000028644,S000001036,YHL050W-A,YHL044W,YHL050W-A,YHL044W,12272
8,left,S000028644,S000001035,YHL050W-A,YHL043W,YHL050W-A,ECM34,13608
8,left,S000028644,S000001034,YHL050W-A,YHL042W,YHL050W-A,YHL042W,14374
8,left,S000028644,S000001033,YHL050W-A,YHL041W,YHL050W-A,YHL041W,16099
8,left,S000028644,S000001032,YHL050W-A,YHL040C,YHL050W-A,ARN1,17795
8,left,S000028644,S000001031,YHL050W-A,YHL039W,YHL050W-A,EFM1,20490
8,left,S000028644,S000001030,YHL050W-A,YHL038C,YHL050W-A,CBP2,22324
8,left,S000028644,S000001029,YHL050W-A,YHL037C,YHL050W-A,YHL037C,24485
8,left,S000028644,S000001028,YHL050W-A,YHL036W,YHL050W-A,MUP3,24948
8,left,S000028644,S000001027,YHL050W-A,YHL035C,YHL050W-A,VMR1,26685
8,left,S000028644,S000028774,YHL050W-A,YHL034W-A,YHL050W-A,YHL034W-A,31883
8,left,S000028644,S000001026,YHL050W-A,YHL034C,YHL050W-A,SBP1,31900
8,left,S000028644,S000001025,YHL050W-A,YHL033C,YHL050W-A,RPL8A,33962
8,left,S000028644,S000001024,YHL050W-A,YHL032C,YHL050W-A,GUT1,35086
8,left,S000028644,S000028773,YHL050W-A,YHL030W-A,YHL050W-A,YHL030W-A,37781
8,left,S000028644,S000001023,YHL050W-A,YHL031C,YHL050W-A,GOS1,37522
8,left,S000028644,S000001022,YHL050W-A,YHL030W,YHL050W-A,ECM29,38791
8,left,S000028644,S000001021,YHL050W-A,YHL029C,YHL050W-A,OCA5,44636
8,left,S000028644,S000001020,YHL050W-A,YHL028W,YHL050W-A,WSC4,47470
8,left,S000028644,S000001019,YHL050W-A,YHL027W,YHL050W-A,RIM101,49818
8,left,S000028644,S000001018,YHL050W-A,YHL026C,YHL050W-A,YHL026C,51926
8,left,S000028644,S000001017,YHL050W-A,YHL025W,YHL050W-A,SNF6,53558
8,left,S000028644,S000001016,YHL050W-A,YHL024W,YHL050W-A,RIM4,55356
8,left,S000028644,S000001015,YHL050W-A,YHL023C,YHL050W-A,NPR3,57830
8,left,S000028644,S000001014,YHL050W-A,YHL022C,YHL050W-A,SPO11,61668
