chromosome,arm,gene_id_a,gene_id_b,orf_id_a,orf_id_b,gene_name_a,gene_name_b,distance
10,right,S000003761,S000003761,YJR001W,YJR001W,AVT1,AVT1,0
10,right,S000003761,S000003762,YJR001W,YJR002W,AVT1,MPP10,255
10,right,S000003761,S000003763,YJR001W,YJR003C,AVT1,MRX12,2384
10,right,S000003761,S000003764,YJR001W,YJR004C,AVT1,SAG1,4299
10,right,S000003761,S000003765,YJR001W,YJR005W,AVT1,APL1,7313
10,right,S000003761,S000028523,YJR001W,YJR005C-A,AVT1,LSO1,9867
10,right,S000003761,S000003766,YJR001W,YJR006W,AVT1,POL31,10592
10,right,S000003761,S000003767,YJR001W,YJR007W,AVT1,SUI2,12410
10,right,S000003761,S000003768,YJR001W,YJR008W,AVT1,MHO1,13820
10,right,S000003761,S000003769,YJR001W,YJR009C,AVT1,TDH2,15073
10,right,S000003761,S000003771,YJR001W,YJR010W,AVT1,MET3,17629
10,right,S000003761,S000003770,YJR001W,YJR010C-A,AVT1,SPC1,19467
10,right,S000003761,S000003772,YJR001W,YJR011C,AVT1,YJR011C,20031
10,right,S000003761,S000003774,YJR001W,YJR013W,AVT1,GPI14,21772
10,right,S000003761,S000003773,YJR001W,YJR012C,AVT1,YJR012C,21185
10,right,S000003761,S000003775,YJR001W,YJR014W,AVT1,TMA22,23219
10,right,S000003761,S000003776,YJR001W,YJR015W,AVT1,YJR015W,24111
10,right,S000003761,S000003777,YJR001W,YJR016C,AVT1,ILV3,25841
10,right,S000003761,S000003779,YJR001W,YJR018W,AVT1,YJR018W,28176
10,right,S000003761,S000003778,YJR001W,YJR017C,AVT1,ESS1,27911
10,right,S000003761,S000003781,YJR001W,YJR020W,AVT1,YJR020W,29391
10,right,S000003761,S000003780,YJR001W,YJR019C,AVT1,TES1,28622
10,right,S000003761,S000003782,YJR001W,YJR021C,AVT1,REC107,29945
10,right,S000003761,S000003783,YJR001W,YJR022W,AVT1,LSM8,31174
10,right,S000003761,S000003784,YJR001W,YJR023C,AVT1,YJR023C,31194
10,right,S000003761,S000003785,YJR001W,YJR024C,AVT1,MDE1,31620
10,right,S000003761,S000003786,YJR001W,YJR025C,AVT1,BNA1,32528
10,right,S000003761,S000003791,YJR001W,YJR030C,AVT1,YJR030C,45349
10,right,S000003761,S000003792,YJR001W,YJR031C,AVT1,GEA1,47976
10,right,S000003761,S000003793,YJR001W,YJR032W,AVT1,CPR7,52471
10,right,S000003761,S000003794,YJR001W,YJR033C,AVT1,RAV1,53768
10,right,S000003761,S000003795,YJR001W,YJR034W,AVT1,PET191,58073
10,right,S000003761,S000003796,YJR001W,YJR035W,AVT1,RAD26,58745
10,right,S000003761,S000003798,YJR001W,YJR037W,AVT1,YJR037W,64492
10,right,S000003761,S000003797,YJR001W,YJR036C,AVT1,HUL4,62103
10,right,S000003761,S000003800,YJR001W,YJR039W,AVT1,YJR039W,65326
10,right,S000003761,S000003799,YJR001W,YJR038C,AVT1,YJR038C,65100
10,right,S000003761,S000003801,YJR001W,YJR040W,AVT1,GEF1,69136
10,right,S000003761,S000003802,YJR001W,YJR041C,AVT1,URB2,71629
10,right,S000003761,S000003803,YJR001W,YJR042W,AVT1,NUP85,75445
10,right,S000003761,S000003804,YJR001W,YJR043C,AVT1,POL32,77851
10,right,S000003761,S000003805,YJR001W,YJR044C,AVT1,VPS55,80153
10,right,S000003761,S000003806,YJR001W,YJR045C,AVT1,SSC1,81028
10,right,S000003761,S000003807,YJR001W,YJR046W,AVT1,TAH11,83438
10,right,S000003761,S000003808,YJR001W,YJR047C,AVT1,ANB1,86298
10,right,S000003761,S000003809,YJR001W,YJR048W,AVT1,CYC1,87725
10,right,S000003761,S000003810,YJR001W,YJR049C,AVT1,UTR1,88274
10,right,S000003761,S000003811,YJR001W,YJR050W,AVT1,ISY1,90087
10,right,S000003761,S000003812,YJR001W,YJR051W,AVT1,OSM1,91251
10,right,S000003761,S000003813,YJR001W,YJR052W,AVT1,RAD7,93452
10,right,S000003761,S000003814,YJR001W,YJR053W,AVT1,BFA1,95417
10,right,S000003761,S000003815,YJR001W,YJR054W,AVT1,KCH1,97446
10,right,S000003761,S000003816,YJR001W,YJR055W,AVT1,HIT1,100162
10,right,S000003761,S000003817,YJR001W,YJR056C,AVT1,YJR056C,103182
10,right,S000003761,S000003818,YJR001W,YJR057W,AVT1,CDC8,105452
10,right,S000003761,S000003819,YJR001W,YJR058C,AVT1,APS2,106122
10,right,S000003761,S000003820,YJR001W,YJR059W,AVT1,PTK2,107177
10,right,S000003761,S000003821,YJR001W,YJR060W,AVT1,CBF1,110149
10,right,S000003761,S000003822,YJR001W,YJR061W,AVT1,YJR061W,111901
10,right,S000003761,S000003823,YJR001W,YJR062C,AVT1,NTA1,114866
