chromosome,arm,gene_id_a,gene_id_b,orf_id_a,orf_id_b,gene_name_a,gene_name_b,distance
14,right,S000005284,S000005284,YNR001C,YNR001C,CIT1,CIT1,0
14,right,S000005284,S000007625,YNR001C,YNR001W-A,CIT1,YNR001W-A,202
14,right,S000005284,S000005285,YNR001C,YNR002C,CIT1,ATO2,1947
14,right,S000005284,S000028705,YNR001C,YNR003W-A,CIT1,YNR003W-A,3359
14,right,S000005284,S000005286,YNR001C,YNR003C,CIT1,RPC34,3283
14,right,S000005284,S000005287,YNR001C,YNR004W,CIT1,SWM2,4882
14,right,S000005284,S000005289,YNR001C,YNR006W,CIT1,VPS27,5925
14,right,S000005284,S000005288,YNR001C,YNR005C,CIT1,YNR005C,5870
14,right,S000005284,S000005290,YNR001C,YNR007C,CIT1,ATG3,8121
14,right,S000005284,S000005291,YNR001C,YNR008W,CIT1,LRO1,9335
14,right,S000005284,S000005292,YNR001C,YNR009W,CIT1,NRM1,11629
14,right,S000005284,S000005293,YNR001C,YNR010W,CIT1,CSE2,12683
14,right,S000005284,S000005294,YNR001C,YNR011C,CIT1,PRP2,13259
14,right,S000005284,S000005295,YNR001C,YNR012W,CIT1,URK1,16371
14,right,S000005284,S000005296,YNR001C,YNR013C,CIT1,PHO91,17967
14,right,S000005284,S000005297,YNR001C,YNR014W,CIT1,YNR014W,21404
14,right,S000005284,S000005298,YNR001C,YNR015W,CIT1,SMM1,22326
14,right,S000005284,S000005299,YNR001C,YNR016C,CIT1,ACC1,23612
14,right,S000005284,S000005300,YNR001C,YNR017W,CIT1,TIM23,31852
14,right,S000005284,S000005301,YNR001C,YNR018W,CIT1,RCF2,33209
14,right,S000005284,S000005302,YNR001C,YNR019W,CIT1,ARE2,34278
14,right,S000005284,S000005303,YNR001C,YNR020C,CIT1,ATP23,36349
14,right,S000005284,S000005304,YNR001C,YNR021W,CIT1,YNR021W,37316
14,right,S000005284,S000005305,YNR001C,YNR022C,CIT1,MRPL50,38713
14,right,S000005284,S000005306,YNR001C,YNR023W,CIT1,SNF12,39357
14,right,S000005284,S000005307,YNR001C,YNR024W,CIT1,MPP6,41348
14,right,S000005284,S000005308,YNR001C,YNR025C,CIT1,YNR025C,41641
14,right,S000005284,S000005309,YNR001C,YNR026C,CIT1,SEC12,42213
14,right,S000005284,S000005310,YNR001C,YNR027W,CIT1,BUD17,43862
14,right,S000005284,S000005311,YNR001C,YNR028W,CIT1,CPR8,45116
14,right,S000005284,S000005312,YNR001C,YNR029C,CIT1,YNR029C,46138
14,right,S000005284,S000005313,YNR001C,YNR030W,CIT1,ALG12,47738
14,right,S000005284,S000005314,YNR001C,YNR031C,CIT1,SSK2,49633
14,right,S000005284,S000005315,YNR001C,YNR032W,CIT1,PPG1,54949
14,right,S000005284,S000007251,YNR001C,YNR032C-A,CIT1,HUB1,56182
14,right,S000005284,S000005316,YNR001C,YNR033W,CIT1,ABZ1,56574
14,right,S000005284,S000005317,YNR001C,YNR034W,CIT1,SOL1,59260
14,right,S000005284,S000007525,YNR001C,YNR034W-A,CIT1,EGO4,61500
14,right,S000005284,S000005318,YNR001C,YNR035C,CIT1,ARC35,61958
14,right,S000005284,S000005319,YNR001C,YNR036C,CIT1,MRPS12,63300
14,right,S000005284,S000005320,YNR001C,YNR037C,CIT1,RSM19,63991
14,right,S000005284,S000005321,YNR001C,YNR038W,CIT1,DBP6,64534
14,right,S000005284,S000005322,YNR001C,YNR039C,CIT1,ZRG17,66553
14,right,S000005284,S000005323,YNR001C,YNR040W,CIT1,YNR040W,68629
14,right,S000005284,S000005325,YNR001C,YNR042W,CIT1,YNR042W,70177
14,right,S000005284,S000005324,YNR001C,YNR041C,CIT1,COQ2,69480
14,right,S000005284,S000005326,YNR001C,YNR043W,CIT1,MVD1,70834
14,right,S000005284,S000005327,YNR001C,YNR044W,CIT1,AGA1,72638
14,right,S000005284,S000005328,YNR001C,YNR045W,CIT1,PET494,75078
14,right,S000005284,S000005329,YNR001C,YNR046W,CIT1,TRM112,76727
14,right,S000005284,S000005330,YNR001C,YNR047W,CIT1,FPK1,77462
14,right,S000005284,S000005331,YNR001C,YNR048W,CIT1,YNR048W,80569
