chromosome,arm,gene_id_a,gene_id_b,orf_id_a,orf_id_b,gene_name_a,gene_name_b,distance
3,left,S000000581,S000000581,YCL076W,YCL076W,YCL076W,YCL076W,0
3,left,S000000581,S000000575,YCL076W,YCL073C,YCL076W,GEX1,4344
3,left,S000000581,S000000574,YCL076W,YCL069W,YCL076W,VBA3,7571
3,left,S000000581,S000000573,YCL076W,YCL068C,YCL076W,YCL068C,9368
3,left,S000000581,S000000572,YCL076W,YCL067C,YCL076W,HMLALPHA2,10251
3,left,S000000581,S000000571,YCL076W,YCL066W,YCL076W,HMLALPHA1,11147
3,left,S000000581,S000000570,YCL076W,YCL065W,YCL076W,YCL065W,11616
3,left,S000000581,S000000569,YCL076W,YCL064C,YCL076W,CHA1,13663
3,left,S000000581,S000000568,YCL076W,YCL063W,YCL076W,VAC17,15155
3,left,S000000581,S000000566,YCL076W,YCL061C,YCL076W,MRC1,16681
3,left,S000000581,S000000564,YCL076W,YCL059C,YCL076W,KRR1,20294
3,left,S000000581,S000028518,YCL076W,YCL058W-A,YCL076W,ADF1,21449
3,left,S000000581,S000000563,YCL076W,YCL058C,YCL076W,FYV5,21388
3,left,S000000581,S000007547,YCL076W,YCL057C-A,YCL076W,MIC10,21897
3,left,S000000581,S000000562,YCL076W,YCL057W,YCL076W,PRD1,22633
3,left,S000000581,S000000561,YCL076W,YCL056C,YCL076W,PEX34,24790
3,left,S000000581,S000000560,YCL076W,YCL055W,YCL076W,KAR4,25794
3,left,S000000581,S000178054,YCL076W,YCL054W-A,YCL076W,RDT1,28775
3,left,S000000581,S000000559,YCL076W,YCL054W,YCL076W,SPB1,29314
3,left,S000000581,S000000557,YCL076W,YCL052C,YCL076W,PBN1,32008
3,left,S000000581,S000000556,YCL076W,YCL051W,YCL076W,LRE1,33730
3,left,S000000581,S000000555,YCL076W,YCL050C,YCL076W,APA1,35701
3,left,S000000581,S000000554,YCL076W,YCL049C,YCL076W,YCL049C,37651
3,left,S000000581,S000087203,YCL076W,YCL048W-A,YCL076W,YCL048W-A,39353
3,left,S000000581,S000000553,YCL076W,YCL048W,YCL076W,SPS22,40030
3,left,S000000581,S000000552,YCL076W,YCL047C,YCL076W,POF1,41526
3,left,S000000581,S000000551,YCL076W,YCL046W,YCL076W,YCL046W,44505
3,left,S000000581,S000000550,YCL076W,YCL045C,YCL076W,EMC1,42488
3,left,S000000581,S000000549,YCL076W,YCL044C,YCL076W,MGR1,44976
3,left,S000000581,S000000548,YCL076W,YCL043C,YCL076W,PDI1,46518
3,left,S000000581,S000000547,YCL076W,YCL042W,YCL076W,YCL042W,48449
3,left,S000000581,S000000546,YCL076W,YCL041C,YCL076W,YCL041C,47998
3,left,S000000581,S000000545,YCL076W,YCL040W,YCL076W,GLK1,48703
3,left,S000000581,S000000544,YCL076W,YCL039W,YCL076W,GID7,50510
3,left,S000000581,S000000543,YCL076W,YCL038C,YCL076W,ATG22,52806
3,left,S000000581,S000000542,YCL076W,YCL037C,YCL076W,SRO9,55239
3,left,S000000581,S000000541,YCL076W,YCL036W,YCL076W,GFD2,56891
3,left,S000000581,S000000540,YCL076W,YCL035C,YCL076W,GRX1,58706
3,left,S000000581,S000000539,YCL076W,YCL034W,YCL076W,LSB5,59523
3,left,S000000581,S000000538,YCL076W,YCL033C,YCL076W,MXR2,60641
3,left,S000000581,S000000537,YCL076W,YCL032W,YCL076W,STE50,61306
3,left,S000000581,S000000536,YCL076W,YCL031C,YCL076W,RRP7,62540
3,left,S000000581,S000000535,YCL076W,YCL030C,YCL076W,HIS4,63799
3,left,S000000581,S000000534,YCL076W,YCL029C,YCL076W,BIK1,66464
3,left,S000000581,S000000533,YCL076W,YCL028W,YCL076W,RNQ1,68015
3,left,S000000581,S000000532,YCL076W,YCL027W,YCL076W,FUS1,69668
3,left,S000000581,S000007548,YCL076W,YCL026C-B,YCL076W,HBN1,71270
3,left,S000000581,S000000589,YCL076W,YCL026C-A,YCL076W,FRM2,72569
3,left,S000000581,S000000530,YCL076W,YCL025C,YCL076W,AGP1,73883
3,left,S000000581,S000000529,YCL076W,YCL024W,YCL076W,KCC4,77027
3,left,S000000581,S000000528,YCL076W,YCL023C,YCL076W,YCL023C,76814
