chromosome,arm,gene_id_a,gene_id_b,orf_id_a,orf_id_b,gene_name_a,gene_name_b,distance
16,right,S000006205,S000006205,YPR001W,YPR001W,CIT3,CIT3,0
16,right,S000006205,S000006206,YPR001W,YPR002W,CIT3,PDH1,548
16,right,S000006205,S000007254,YPR001W,YPR002C-A,CIT3,YPR002C-A,2732
16,right,S000006205,S000006207,YPR001W,YPR003C,CIT3,YPR003C,3667
16,right,S000006205,S000006208,YPR001W,YPR004C,CIT3,AIM45,6170
16,right,S000006205,S000006209,YPR001W,YPR005C,CIT3,HAL1,7950
16,right,S000006205,S000006210,YPR001W,YPR006C,CIT3,ICL2,9432
16,right,S000006205,S000006211,YPR001W,YPR007C,CIT3,REC8,11499
16,right,S000006205,S000006212,YPR001W,YPR008W,CIT3,HAA1,15181
16,right,S000006205,S000006213,YPR001W,YPR009W,CIT3,SUT2,18715
16,right,S000006205,S000006214,YPR001W,YPR010C,CIT3,RPA135,19748
16,right,S000006205,S000122558,YPR001W,YPR010C-A,CIT3,YPR010C-A,24536
16,right,S000006205,S000006215,YPR001W,YPR011C,CIT3,YPR011C,25225
16,right,S000006205,S000006216,YPR001W,YPR012W,CIT3,YPR012W,26472
16,right,S000006205,S000006217,YPR001W,YPR013C,CIT3,CMR3,26795
16,right,S000006205,S000006218,YPR001W,YPR014C,CIT3,YPR014C,29352
16,right,S000006205,S000006219,YPR001W,YPR015C,CIT3,YPR015C,32446
16,right,S000006205,S000006220,YPR001W,YPR016C,CIT3,TIF6,34495
16,right,S000006205,S000007630,YPR001W,YPR016W-A,CIT3,YPR016W-A,35259
16,right,S000006205,S000006221,YPR001W,YPR017C,CIT3,DSS4,35649
16,right,S000006205,S000006222,YPR001W,YPR018W,CIT3,RLF2,36639
16,right,S000006205,S000006223,YPR001W,YPR019W,CIT3,MCM4,38913
16,right,S000006205,S000006224,YPR001W,YPR020W,CIT3,ATP20,42033
16,right,S000006205,S000006225,YPR001W,YPR021C,CIT3,AGC1,42812
16,right,S000006205,S000006226,YPR001W,YPR022C,CIT3,SDD4,46074
16,right,S000006205,S000006227,YPR001W,YPR023C,CIT3,EAF3,50989
16,right,S000006205,S000006228,YPR001W,YPR024W,CIT3,YME1,52644
16,right,S000006205,S000006229,YPR001W,YPR025C,CIT3,CCL1,55540
16,right,S000006205,S000006230,YPR001W,YPR026W,CIT3,ATH1,57542
16,right,S000006205,S000006231,YPR001W,YPR027C,CIT3,YPR027C,62588
16,right,S000006205,S000006232,YPR001W,YPR028W,CIT3,YOP1,65690
16,right,S000006205,S000006233,YPR001W,YPR029C,CIT3,APL4,66632
16,right,S000006205,S000006234,YPR001W,YPR030W,CIT3,CSR2,70043
16,right,S000006205,S000006235,YPR001W,YPR031W,CIT3,NTO1,73678
16,right,S000006205,S000006236,YPR001W,YPR032W,CIT3,SRO7,76286
16,right,S000006205,S000006237,YPR001W,YPR033C,CIT3,HTS1,79542
16,right,S000006205,S000006238,YPR001W,YPR034W,CIT3,ARP7,81688
16,right,S000006205,S000006239,YPR001W,YPR035W,CIT3,GLN1,84371
16,right,S000006205,S000006240,YPR001W,YPR036W,CIT3,VMA13,85999
16,right,S000006205,S000028425,YPR001W,YPR036W-A,CIT3,SPO24,88113
16,right,S000006205,S000006242,YPR001W,YPR038W,CIT3,IRC16,88999
16,right,S000006205,S000006243,YPR001W,YPR039W,CIT3,YPR039W,89175
16,right,S000006205,S000006241,YPR001W,YPR037C,CIT3,ERV2,88611
16,right,S000006205,S000006244,YPR001W,YPR040W,CIT3,TIP41,89468
16,right,S000006205,S000006245,YPR001W,YPR041W,CIT3,TIF5,90867
16,right,S000006205,S000006246,YPR001W,YPR042C,CIT3,PUF2,92598
16,right,S000006205,S000006247,YPR001W,YPR043W,CIT3,RPL43A,96329
16,right,S000006205,S000006248,YPR001W,YPR044C,CIT3,OPI11,96687
16,right,S000006205,S000006249,YPR001W,YPR045C,CIT3,THP3,97303
16,right,S000006205,S000006250,YPR001W,YPR046W,CIT3,MCM16,98962
16,right,S000006205,S000006251,YPR001W,YPR047W,CIT3,MSF1,99692
16,right,S000006205,S000006252,YPR001W,YPR048W,CIT3,TAH18,101345
16,right,S000006205,S000006253,YPR001W,YPR049C,CIT3,ATG11,103300
16,right,S000006205,S000006255,YPR001W,YPR051W,CIT3,MAK3,107123
16,right,S000006205,S000006254,YPR001W,YPR050C,CIT3,YPR050C,107116
16,right,S000006205,S000006256,YPR001W,YPR052C,CIT3,NHP6A,107856
