chromosome,arm,gene_id_a,gene_id_b,orf_id_a,orf_id_b,gene_name_a,gene_name_b,distance
6,right,S000001897,S000001897,YFR001W,YFR001W,LOC1,LOC1,0
6,right,S000001897,S000001898,YFR001W,YFR002W,LOC1,NIC96,292
6,right,S000001897,S000001899,YFR001W,YFR003C,LOC1,YPI1,2933
6,right,S000001897,S000001900,YFR001W,YFR004W,LOC1,RPN11,3669
6,right,S000001897,S000001901,YFR001W,YFR005C,LOC1,SAD1,4803
6,right,S000001897,S000001902,YFR001W,YFR006W,LOC1,YFR006W,6421
6,right,S000001897,S000001903,YFR001W,YFR007W,LOC1,YFH7,9575
6,right,S000001897,S000001904,YFR001W,YFR008W,LOC1,FAR7,10811
6,right,S000001897,S000001905,YFR001W,YFR009W,LOC1,GCN20,12764
6,right,S000001897,S000028823,YFR001W,YFR009W-A,LOC1,YFR009W-A,14151
6,right,S000001897,S000001906,YFR001W,YFR010W,LOC1,UBP6,15343
6,right,S000001897,S000028824,YFR001W,YFR010W-A,LOC1,YFR010W-A,17004
6,right,S000001897,S000001907,YFR001W,YFR011C,LOC1,MIC19,17022
6,right,S000001897,S000001908,YFR001W,YFR012W,LOC1,DCV1,18164
6,right,S000001897,S000007606,YFR001W,YFR012W-A,LOC1,YFR012W-A,19500
6,right,S000001897,S000001909,YFR001W,YFR013W,LOC1,IOC3,20198
6,right,S000001897,S000001910,YFR001W,YFR014C,LOC1,CMK1,22813
6,right,S000001897,S000001911,YFR001W,YFR015C,LOC1,GSY1,24541
6,right,S000001897,S000001912,YFR001W,YFR016C,LOC1,YFR016C,27318
6,right,S000001897,S000001913,YFR001W,YFR017C,LOC1,IGD1,32550
6,right,S000001897,S000001914,YFR001W,YFR018C,LOC1,YFR018C,33407
6,right,S000001897,S000001915,YFR001W,YFR019W,LOC1,FAB1,34778
6,right,S000001897,S000001916,YFR001W,YFR020W,LOC1,CSS2,43013
6,right,S000001897,S000001917,YFR001W,YFR021W,LOC1,ATG18,45088
6,right,S000001897,S000001918,YFR001W,YFR022W,LOC1,ROG3,47109
6,right,S000001897,S000001919,YFR001W,YFR023W,LOC1,PES4,50150
6,right,S000001897,S000002968,YFR001W,YFR024C-A,LOC1,LSB3,52236
6,right,S000001897,S000001921,YFR001W,YFR025C,LOC1,HIS2,54019
6,right,S000001897,S000001922,YFR001W,YFR026C,LOC1,ULI1,56024
6,right,S000001897,S000001923,YFR001W,YFR027W,LOC1,ECO1,57728
6,right,S000001897,S000001924,YFR001W,YFR028C,LOC1,CDC14,58689
6,right,S000001897,S000001925,YFR001W,YFR029W,LOC1,PTR3,61213
6,right,S000001897,S000001926,YFR001W,YFR030W,LOC1,MET10,63588
6,right,S000001897,S000001927,YFR001W,YFR031C,LOC1,SMC2,66870
6,right,S000001897,S000002104,YFR001W,YFR031C-A,LOC1,RPL2A,70783
6,right,S000001897,S000001928,YFR001W,YFR032C,LOC1,RRT5,72366
6,right,S000001897,S000006437,YFR001W,YFR032C-A,LOC1,RPL29,73534
6,right,S000001897,S000028630,YFR001W,YFR032C-B,LOC1,YFR032C-B,73986
6,right,S000001897,S000001929,YFR001W,YFR033C,LOC1,QCR6,74602
6,right,S000001897,S000001930,YFR001W,YFR034C,LOC1,PHO4,75296
6,right,S000001897,S000028631,YFR001W,YFR034W-A,LOC1,YFR034W-A,76298
6,right,S000001897,S000001931,YFR001W,YFR035C,LOC1,YFR035C,76397
6,right,S000001897,S000001932,YFR001W,YFR036W,LOC1,CDC26,77239
6,right,S000001897,S000028767,YFR001W,YFR036W-A,LOC1,YFR036W-A,77727
6,right,S000001897,S000001933,YFR001W,YFR037C,LOC1,RSC8,77789
6,right,S000001897,S000001934,YFR001W,YFR038W,LOC1,IRC5,79656
6,right,S000001897,S000001935,YFR001W,YFR039C,LOC1,OSW7,82288
6,right,S000001897,S000001936,YFR001W,YFR040W,LOC1,SAP155,84518
6,right,S000001897,S000001937,YFR001W,YFR041C,LOC1,ERJ5,87644
6,right,S000001897,S000001938,YFR001W,YFR042W,LOC1,KEG1,88734
