chromosome,arm,gene_id_a,gene_id_b,orf_id_a,orf_id_b,gene_name_a,gene_name_b,distance
9,left,S000028658,S000028658,YIL177W-A,YIL177W-A,YIL177W-A,YIL177W-A,0
9,left,S000028658,S000001439,YIL177W-A,YIL177C,YIL177W-A,YIL177C,0
9,left,S000028658,S000001438,YIL177W-A,YIL176C,YIL177W-A,PAU14,7465
9,left,S000028658,S000001435,YIL177W-A,YIL173W,YIL177W-A,VTH1,10164
9,left,S000028658,S000028798,YIL177W-A,YIL171W-A,YIL177W-A,YIL171W-A,16932
9,left,S000028658,S000001434,YIL177W-A,YIL172C,YIL177W-A,IMA3,15456
9,left,S000028658,S000001431,YIL177W-A,YIL169C,YIL177W-A,CSS1,21791
9,left,S000028658,S000001428,YIL177W-A,YIL166C,YIL177W-A,YIL166C,29610
9,left,S000028658,S000001427,YIL177W-A,YIL165C,YIL177W-A,YIL165C,32390
9,left,S000028658,S000001426,YIL177W-A,YIL164C,YIL177W-A,NIT1,32759
9,left,S000028658,S000001425,YIL177W-A,YIL163C,YIL177W-A,YIL163C,35571
9,left,S000028658,S000001424,YIL177W-A,YIL162W,YIL177W-A,SUC2,36057
9,left,S000028658,S000001423,YIL177W-A,YIL161W,YIL177W-A,YIL161W,38105
9,left,S000028658,S000001422,YIL177W-A,YIL160C,YIL177W-A,POT1,38863
9,left,S000028658,S000001421,YIL177W-A,YIL159W,YIL177W-A,BNR1,40497
9,left,S000028658,S000001420,YIL177W-A,YIL158W,YIL177W-A,AIM20,44873
9,left,S000028658,S000028797,YIL177W-A,YIL156W-A,YIL177W-A,YIL156W-A,45964
9,left,S000028658,S000001419,YIL177W-A,YIL157C,YIL177W-A,COA1,45621
9,left,S000028658,S000028511,YIL177W-A,YIL156W-B,YIL177W-A,YIL156W-B,46362
9,left,S000028658,S000001418,YIL177W-A,YIL156W,YIL177W-A,UBP7,46763
9,left,S000028658,S000001417,YIL177W-A,YIL155C,YIL177W-A,GUT2,50431
9,left,S000028658,S000001416,YIL177W-A,YIL154C,YIL177W-A,IMP2',52653
9,left,S000028658,S000001415,YIL177W-A,YIL153W,YIL177W-A,RRD1,53870
9,left,S000028658,S000001414,YIL177W-A,YIL152W,YIL177W-A,YIL152W,55217
9,left,S000028658,S000001413,YIL177W-A,YIL151C,YIL177W-A,ESL1,56010
9,left,S000028658,S000001412,YIL177W-A,YIL150C,YIL177W-A,MCM10,59685
