chromosome,arm,gene_id_a,gene_id_b,orf_id_a,orf_id_b,gene_name_a,gene_name_b,distance
11,right,S000001709,S000001709,YKR001C,YKR001C,VPS1,VPS1,0
11,right,S000001709,S000001710,YKR001C,YKR002W,VPS1,PAP1,510
11,right,S000001709,S000001711,YKR001C,YKR003W,VPS1,OSH6,2659
11,right,S000001709,S000001712,YKR001C,YKR004C,VPS1,ECM9,4077
11,right,S000001709,S000001713,YKR001C,YKR005C,VPS1,YKR005C,5799
11,right,S000001709,S000001714,YKR001C,YKR006C,VPS1,MRPL13,7701
11,right,S000001709,S000001715,YKR001C,YKR007W,VPS1,MEH1,8712
11,right,S000001709,S000001716,YKR001C,YKR008W,VPS1,RSC4,9479
11,right,S000001709,S000001717,YKR001C,YKR009C,VPS1,FOX2,11630
11,right,S000001709,S000001718,YKR001C,YKR010C,VPS1,TOF2,16202
11,right,S000001709,S000001719,YKR001C,YKR011C,VPS1,YKR011C,18913
11,right,S000001709,S000001721,YKR001C,YKR013W,VPS1,PRY2,21237
11,right,S000001709,S000001720,YKR001C,YKR012C,VPS1,YKR012C,21017
11,right,S000001709,S000001722,YKR001C,YKR014C,VPS1,YPT52,22645
11,right,S000001709,S000001723,YKR001C,YKR015C,VPS1,YKR015C,24239
11,right,S000001709,S000001724,YKR001C,YKR016W,VPS1,MIC60,26995
11,right,S000001709,S000001725,YKR001C,YKR017C,VPS1,HEL1,28972
11,right,S000001709,S000001726,YKR001C,YKR018C,VPS1,YKR018C,31001
11,right,S000001709,S000001727,YKR001C,YKR019C,VPS1,IRS4,33494
11,right,S000001709,S000001728,YKR001C,YKR020W,VPS1,VPS51,35616
11,right,S000001709,S000001729,YKR001C,YKR021W,VPS1,ALY1,36512
11,right,S000001709,S000001730,YKR001C,YKR022C,VPS1,NTR2,39449
11,right,S000001709,S000001731,YKR001C,YKR023W,VPS1,YKR023W,40697
11,right,S000001709,S000001732,YKR001C,YKR024C,VPS1,DBP7,42422
11,right,S000001709,S000001733,YKR001C,YKR025W,VPS1,RPC37,45048
11,right,S000001709,S000001734,YKR001C,YKR026C,VPS1,GCN3,46016
11,right,S000001709,S000001735,YKR001C,YKR027W,VPS1,BCH2,48642
11,right,S000001709,S000001736,YKR001C,YKR028W,VPS1,SAP190,51535
11,right,S000001709,S000001737,YKR001C,YKR029C,VPS1,SET3,54856
11,right,S000001709,S000001738,YKR001C,YKR030W,VPS1,GMH1,57560
11,right,S000001709,S000001739,YKR001C,YKR031C,VPS1,SPO14,58622
11,right,S000001709,S000001740,YKR001C,YKR032W,VPS1,YKR032W,63795
