chromosome,arm,gene_id_a,gene_id_b,orf_id_a,orf_id_b,gene_name_a,gene_name_b,distance
5,left,S000028621,S000028621,YEL077W-A,YEL077W-A,YEL077W-A,YEL077W-A,0
5,left,S000028621,S000006409,YEL077W-A,YEL077C,YEL077W-A,YEL077C,0
5,left,S000028621,S000002956,YEL077W-A,YEL075W-A,YEL077W-A,YEL075W-A,3758
5,left,S000028621,S000002955,YEL077W-A,YEL076C-A,YEL077W-A,YEL076C-A,3073
5,left,S000028621,S000000802,YEL077W-A,YEL076C,YEL077W-A,YEL076C,3352
5,left,S000028621,S000000801,YEL077W-A,YEL075C,YEL077W-A,YEL075C,4233
5,left,S000028621,S000000800,YEL077W-A,YEL074W,YEL077W-A,YEL074W,5014
5,left,S000028621,S000000799,YEL077W-A,YEL073C,YEL077W-A,YEL073C,6118
5,left,S000028621,S000000798,YEL077W-A,YEL072W,YEL077W-A,RMD6,12608
5,left,S000028621,S000000797,YEL077W-A,YEL071W,YEL077W-A,DLD3,15243
5,left,S000028621,S000000796,YEL077W-A,YEL070W,YEL077W-A,DSF1,18477
5,left,S000028621,S000000795,YEL077W-A,YEL069C,YEL077W-A,HXT13,20425
5,left,S000028621,S000000794,YEL077W-A,YEL068C,YEL077W-A,YEL068C,24534
5,left,S000028621,S000000792,YEL077W-A,YEL066W,YEL077W-A,HPA3,25555
5,left,S000028621,S000000793,YEL077W-A,YEL067C,YEL077W-A,YEL067C,25077
5,left,S000028621,S000000791,YEL077W-A,YEL065W,YEL077W-A,SIT1,26545
5,left,S000028621,S000000790,YEL077W-A,YEL064C,YEL077W-A,AVT2,28685
5,left,S000028621,S000000789,YEL077W-A,YEL063C,YEL077W-A,CAN1,30582
5,left,S000028621,S000000788,YEL077W-A,YEL062W,YEL077W-A,NPR2,33295
5,left,S000028621,S000000787,YEL077W-A,YEL061C,YEL077W-A,CIN8,35423
5,left,S000028621,S000000786,YEL077W-A,YEL060C,YEL077W-A,PRB1,38934
5,left,S000028621,S000002954,YEL077W-A,YEL059C-A,YEL077W-A,SOM1,41288
5,left,S000028621,S000000785,YEL077W-A,YEL059W,YEL077W-A,HHY1,41540
5,left,S000028621,S000000784,YEL077W-A,YEL058W,YEL077W-A,PCM1,42140
5,left,S000028621,S000000783,YEL077W-A,YEL057C,YEL077W-A,SDD1,43908
5,left,S000028621,S000000782,YEL077W-A,YEL056W,YEL077W-A,HAT2,46056
5,left,S000028621,S000000781,YEL077W-A,YEL055C,YEL077W-A,POL5,47359
5,left,S000028621,S000028744,YEL077W-A,YEL053W-A,YEL077W-A,YEL053W-A,51796
5,left,S000028621,S000000780,YEL077W-A,YEL054C,YEL077W-A,RPL12A,51609
5,left,S000028621,S000000779,YEL077W-A,YEL053C,YEL077W-A,MAK10,52789
5,left,S000028621,S000000778,YEL077W-A,YEL052W,YEL077W-A,AFG1,55459
5,left,S000028621,S000000777,YEL077W-A,YEL051W,YEL077W-A,VMA8,57266
5,left,S000028621,S000028545,YEL077W-A,YEL050W-A,YEL077W-A,YEL050W-A,58437
5,left,S000028621,S000000776,YEL077W-A,YEL050C,YEL077W-A,RML2,58558
5,left,S000028621,S000000775,YEL077W-A,YEL049W,YEL077W-A,PAU2,62616
5,left,S000028621,S000000774,YEL077W-A,YEL048C,YEL077W-A,TCA17,63597
5,left,S000028621,S000000773,YEL077W-A,YEL047C,YEL077W-A,FRD1,64273
5,left,S000028621,S000000772,YEL077W-A,YEL046C,YEL077W-A,GLY1,66517
5,left,S000028621,S000000771,YEL077W-A,YEL045C,YEL077W-A,YEL045C,67728
5,left,S000028621,S000000770,YEL077W-A,YEL044W,YEL077W-A,IES6,68645
5,left,S000028621,S000000769,YEL077W-A,YEL043W,YEL077W-A,YEL043W,69366
5,left,S000028621,S000000768,YEL077W-A,YEL042W,YEL077W-A,GDA1,72659
5,left,S000028621,S000000767,YEL077W-A,YEL041W,YEL077W-A,YEF1,74832
5,left,S000028621,S000000766,YEL077W-A,YEL040W,YEL077W-A,UTR2,76941
5,left,S000028621,S000000765,YEL077W-A,YEL039C,YEL077W-A,CYC7,78524
5,left,S000028621,S000000764,YEL077W-A,YEL038W,YEL077W-A,UTR4,79350
5,left,S000028621,S000000763,YEL077W-A,YEL037C,YEL077W-A,RAD23,80295
5,left,S000028621,S000000762,YEL077W-A,YEL036C,YEL077W-A,ANP1,81938
5,left,S000028621,S000000761,YEL077W-A,YEL035C,YEL077W-A,UTR5,83933
5,left,S000028621,S000000760,YEL077W-A,YEL034W,YEL077W-A,HYP2,84564
5,left,S000028621,S000000759,YEL077W-A,YEL033W,YEL077W-A,MTC7,85067
5,left,S000028621,S000028743,YEL077W-A,YEL034C-A,YEL077W-A,YEL034C-A,84501
5,left,S000028621,S000000758,YEL077W-A,YEL032W,YEL077W-A,MCM3,85825
5,left,S000028621,S000028620,YEL077W-A,YEL032C-A,YEL077W-A,YEL032C-A,85928
5,left,S000028621,S000000757,YEL077W-A,YEL031W,YEL077W-A,SPF1,89146
5,left,S000028621,S000000756,YEL077W-A,YEL030W,YEL077W-A,ECM10,93532
5,left,S000028621,S000028619,YEL077W-A,YEL030C-A,YEL077W-A,YEL030C-A,93471
5,left,S000028621,S000000755,YEL077W-A,YEL029C,YEL077W-A,BUD16,95746
5,left,S000028621,S000000754,YEL077W-A,YEL028W,YEL077W-A,YEL028W,97556
5,left,S000028621,S000000753,YEL077W-A,YEL027W,YEL077W-A,VMA3,99657
5,left,S000028621,S000000752,YEL077W-A,YEL026W,YEL077W-A,SNU13,100831
5,left,S000028621,S000000751,YEL077W-A,YEL025C,YEL077W-A,YEL025C,101469
5,left,S000028621,S000000750,YEL077W-A,YEL024W,YEL077W-A,RIP1,106148
5,left,S000028621,S000000749,YEL077W-A,YEL023C,YEL077W-A,YEL023C,107392
5,left,S000028621,S000000748,YEL077W-A,YEL022W,YEL077W-A,GEA2,110309
5,left,S000028621,S000000747,YEL077W-A,YEL021W,YEL077W-A,URA3,115055
5,left,S000028621,S000007256,YEL077W-A,YEL020W-A,YEL077W-A,TIM9,116099
5,left,S000028621,S000028544,YEL077W-A,YEL020C-B,YEL077W-A,YEL020C-B,116071
5,left,S000028621,S000000746,YEL077W-A,YEL020C,YEL077W-A,PXP1,117505
5,left,S000028621,S000000745,YEL077W-A,YEL019C,YEL077W-A,MMS21,119386
5,left,S000028621,S000000744,YEL077W-A,YEL018W,YEL077W-A,EAF5,120359
5,left,S000028621,S000028742,YEL077W-A,YEL018C-A,YEL077W-A,YEL018C-A,120343
5,left,S000028621,S000002103,YEL077W-A,YEL017C-A,YEL077W-A,PMP2,121686
5,left,S000028621,S000000743,YEL077W-A,YEL017W,YEL077W-A,GTT3,122545
5,left,S000028621,S000000742,YEL077W-A,YEL016C,YEL077W-A,NPP2,123625
5,left,S000028621,S000000741,YEL077W-A,YEL015W,YEL077W-A,EDC3,125517
5,left,S000028621,S000000740,YEL077W-A,YEL014C,YEL077W-A,YEL014C,127191
5,left,S000028621,S000000739,YEL077W-A,YEL013W,YEL077W-A,VAC8,127713
5,left,S000028621,S000000738,YEL077W-A,YEL012W,YEL077W-A,UBC8,130660
5,left,S000028621,S000000737,YEL077W-A,YEL011W,YEL077W-A,GLC3,132008
5,left,S000028621,S000000736,YEL077W-A,YEL010W,YEL077W-A,YEL010W,135167
5,left,S000028621,S000028741,YEL077W-A,YEL009C-A,YEL077W-A,YEL009C-A,135259
5,left,S000028621,S000000735,YEL077W-A,YEL009C,YEL077W-A,GCN4,137806
5,left,S000028621,S000000734,YEL077W-A,YEL008W,YEL077W-A,YEL008W,139400
5,left,S000028621,S000028618,YEL077W-A,YEL008C-A,YEL077W-A,YEL008C-A,139614
5,left,S000028621,S000000733,YEL077W-A,YEL007W,YEL077W-A,MIT1,140780
5,left,S000028621,S000000732,YEL077W-A,YEL006W,YEL077W-A,YEA6,143215
5,left,S000028621,S000000731,YEL077W-A,YEL005C,YEL077W-A,VAB2,144795
5,left,S000028621,S000000730,YEL077W-A,YEL004W,YEL077W-A,YEA4,145839
5,left,S000028621,S000000729,YEL077W-A,YEL003W,YEL077W-A,GIM4,147064
5,left,S000028621,S000000728,YEL077W-A,YEL002C,YEL077W-A,WBP1,147610
5,left,S000028621,S000000727,YEL077W-A,YEL001C,YEL077W-A,IRC22,149189
5,left,S000006409,S000028621,YEL077C,YEL077W-A,YEL077C,YEL077W-A,0
5,left,S000006409,S000006409,YEL077C,YEL077C,YEL077C,YEL077C,0
5,left,S000006409,S000002956,YEL077C,YEL075W-A,YEL077C,YEL075W-A,773
5,left,S000006409,S000002955,YEL077C,YEL076C-A,YEL077C,YEL076C-A,88
5,left,S000006409,S000000802,YEL077C,YEL076C,YEL077C,YEL076C,367
5,left,S000006409,S000000801,YEL077C,YEL075C,YEL077C,YEL075C,1248
5,left,S000006409,S000000800,YEL077C,YEL074W,YEL077C,YEL074W,2029
5,left,S000006409,S000000799,YEL077C,YEL073C,YEL077C,YEL073C,3133
5,left,S000006409,S000000798,YEL077C,YEL072W,YEL077C,RMD6,9623
5,left,S000006409,S000000797,YEL077C,YEL071W,YEL077C,DLD3,12258
5,left,S000006409,S000000796,YEL077C,YEL070W,YEL077C,DSF1,15492
5,left,S000006409,S000000795,YEL077C,YEL069C,YEL077C,HXT13,17440
5,left,S000006409,S000000794,YEL077C,YEL068C,YEL077C,YEL068C,21549
5,left,S000006409,S000000792,YEL077C,YEL066W,YEL077C,HPA3,22570
5,left,S000006409,S000000793,YEL077C,YEL067C,YEL077C,YEL067C,22092
5,left,S000006409,S000000791,YEL077C,YEL065W,YEL077C,SIT1,23560
5,left,S000006409,S000000790,YEL077C,YEL064C,YEL077C,AVT2,25700
5,left,S000006409,S000000789,YEL077C,YEL063C,YEL077C,CAN1,27597
5,left,S000006409,S000000788,YEL077C,YEL062W,YEL077C,NPR2,30310
5,left,S000006409,S000000787,YEL077C,YEL061C,YEL077C,CIN8,32438
5,left,S000006409,S000000786,YEL077C,YEL060C,YEL077C,PRB1,35949
5,left,S000006409,S000002954,YEL077C,YEL059C-A,YEL077C,SOM1,38303
5,left,S000006409,S000000785,YEL077C,YEL059W,YEL077C,HHY1,38555
5,left,S000006409,S000000784,YEL077C,YEL058W,YEL077C,PCM1,39155
5,left,S000006409,S000000783,YEL077C,YEL057C,YEL077C,SDD1,40923
5,left,S000006409,S000000782,YEL077C,YEL056W,YEL077C,HAT2,43071
5,left,S000006409,S000000781,YEL077C,YEL055C,YEL077C,POL5,44374
5,left,S000006409,S000028744,YEL077C,YEL053W-A,YEL077C,YEL053W-A,48811
5,left,S000006409,S000000780,YEL077C,YEL054C,YEL077C,RPL12A,48624
5,left,S000006409,S000000779,YEL077C,YEL053C,YEL077C,MAK10,49804
5,left,S000006409,S000000778,YEL077C,YEL052W,YEL077C,AFG1,52474
5,left,S000006409,S000000777,YEL077C,YEL051W,YEL077C,VMA8,54281
5,left,S000006409,S000028545,YEL077C,YEL050W-A,YEL077C,YEL050W-A,55452
5,left,S000006409,S000000776,YEL077C,YEL050C,YEL077C,RML2,55573
5,left,S000006409,S000000775,YEL077C,YEL049W,YEL077C,PAU2,59631
5,left,S000006409,S000000774,YEL077C,YEL048C,YEL077C,TCA17,60612
5,left,S000006409,S000000773,YEL077C,YEL047C,YEL077C,FRD1,61288
5,left,S000006409,S000000772,YEL077C,YEL046C,YEL077C,GLY1,63532
5,left,S000006409,S000000771,YEL077C,YEL045C,YEL077C,YEL045C,64743
5,left,S000006409,S000000770,YEL077C,YEL044W,YEL077C,IES6,65660
5,left,S000006409,S000000769,YEL077C,YEL043W,YEL077C,YEL043W,66381
5,left,S000006409,S000000768,YEL077C,YEL042W,YEL077C,GDA1,69674
5,left,S000006409,S000000767,YEL077C,YEL041W,YEL077C,YEF1,71847
5,left,S000006409,S000000766,YEL077C,YEL040W,YEL077C,UTR2,73956
5,left,S000006409,S000000765,YEL077C,YEL039C,YEL077C,CYC7,75539
5,left,S000006409,S000000764,YEL077C,YEL038W,YEL077C,UTR4,76365
5,left,S000006409,S000000763,YEL077C,YEL037C,YEL077C,RAD23,77310
5,left,S000006409,S000000762,YEL077C,YEL036C,YEL077C,ANP1,78953
5,left,S000006409,S000000761,YEL077C,YEL035C,YEL077C,UTR5,80948
5,left,S000006409,S000000760,YEL077C,YEL034W,YEL077C,HYP2,81579
5,left,S000006409,S000000759,YEL077C,YEL033W,YEL077C,MTC7,82082
5,left,S000006409,S000028743,YEL077C,YEL034C-A,YEL077C,YEL034C-A,81516
5,left,S000006409,S000000758,YEL077C,YEL032W,YEL077C,MCM3,82840
5,left,S000006409,S000028620,YEL077C,YEL032C-A,YEL077C,YEL032C-A,82943
5,left,S000006409,S000000757,YEL077C,YEL031W,YEL077C,SPF1,86161
5,left,S000006409,S000000756,YEL077C,YEL030W,YEL077C,ECM10,90547
5,left,S000006409,S000028619,YEL077C,YEL030C-A,YEL077C,YEL030C-A,90486
5,left,S000006409,S000000755,YEL077C,YEL029C,YEL077C,BUD16,92761
5,left,S000006409,S000000754,YEL077C,YEL028W,YEL077C,YEL028W,94571
5,left,S000006409,S000000753,YEL077C,YEL027W,YEL077C,VMA3,96672
5,left,S000006409,S000000752,YEL077C,YEL026W,YEL077C,SNU13,97846
5,left,S000006409,S000000751,YEL077C,YEL025C,YEL077C,YEL025C,98484
5,left,S000006409,S000000750,YEL077C,YEL024W,YEL077C,RIP1,103163
5,left,S000006409,S000000749,YEL077C,YEL023C,YEL077C,YEL023C,104407
5,left,S000006409,S000000748,YEL077C,YEL022W,YEL077C,GEA2,107324
5,left,S000006409,S000000747,YEL077C,YEL021W,YEL077C,URA3,112070
5,left,S000006409,S000007256,YEL077C,YEL020W-A,YEL077C,TIM9,113114
5,left,S000006409,S000028544,YEL077C,YEL020C-B,YEL077C,YEL020C-B,113086
5,left,S000006409,S000000746,YEL077C,YEL020C,YEL077C,PXP1,114520
5,left,S000006409,S000000745,YEL077C,YEL019C,YEL077C,MMS21,116401
5,left,S000006409,S000000744,YEL077C,YEL018W,YEL077C,EAF5,117374
5,left,S000006409,S000028742,YEL077C,YEL018C-A,YEL077C,YEL018C-A,117358
5,left,S000006409,S000002103,YEL077C,YEL017C-A,YEL077C,PMP2,118701
5,left,S000006409,S000000743,YEL077C,YEL017W,YEL077C,GTT3,119560
5,left,S000006409,S000000742,YEL077C,YEL016C,YEL077C,NPP2,120640
5,left,S000006409,S000000741,YEL077C,YEL015W,YEL077C,EDC3,122532
5,left,S000006409,S000000740,YEL077C,YEL014C,YEL077C,YEL014C,124206
5,left,S000006409,S000000739,YEL077C,YEL013W,YEL077C,VAC8,124728
5,left,S000006409,S000000738,YEL077C,YEL012W,YEL077C,UBC8,127675
5,left,S000006409,S000000737,YEL077C,YEL011W,YEL077C,GLC3,129023
5,left,S000006409,S000000736,YEL077C,YEL010W,YEL077C,YEL010W,132182
5,left,S000006409,S000028741,YEL077C,YEL009C-A,YEL077C,YEL009C-A,132274
5,left,S000006409,S000000735,YEL077C,YEL009C,YEL077C,GCN4,134821
5,left,S000006409,S000000734,YEL077C,YEL008W,YEL077C,YEL008W,136415
5,left,S000006409,S000028618,YEL077C,YEL008C-A,YEL077C,YEL008C-A,136629
5,left,S000006409,S000000733,YEL077C,YEL007W,YEL077C,MIT1,137795
5,left,S000006409,S000000732,YEL077C,YEL006W,YEL077C,YEA6,140230
5,left,S000006409,S000000731,YEL077C,YEL005C,YEL077C,VAB2,141810
5,left,S000006409,S000000730,YEL077C,YEL004W,YEL077C,YEA4,142854
5,left,S000006409,S000000729,YEL077C,YEL003W,YEL077C,GIM4,144079
5,left,S000006409,S000000728,YEL077C,YEL002C,YEL077C,WBP1,144625
5,left,S000006409,S000000727,YEL077C,YEL001C,YEL077C,IRC22,146204
5,left,S000002956,S000028621,YEL075W-A,YEL077W-A,YEL075W-A,YEL077W-A,3758
5,left,S000002956,S000006409,YEL075W-A,YEL077C,YEL075W-A,YEL077C,773
5,left,S000002956,S000002956,YEL075W-A,YEL075W-A,YEL075W-A,YEL075W-A,0
5,left,S000002956,S000002955,YEL075W-A,YEL076C-A,YEL075W-A,YEL076C-A,0
