chromosome,arm,gene_id_a,gene_id_b,orf_id_a,orf_id_b,gene_name_a,gene_name_b,distance
9,right,S000001440,S000001440,YIR001C,YIR001C,SGN1,SGN1,0
9,right,S000001440,S000001441,YIR001C,YIR002C,SGN1,MPH1,520
9,right,S000001440,S000001442,YIR001C,YIR003W,SGN1,AIM21,3990
9,right,S000001440,S000001443,YIR001C,YIR004W,SGN1,DJP1,6326
9,right,S000001440,S000001444,YIR001C,YIR005W,SGN1,IST3,7994
9,right,S000001440,S000001445,YIR001C,YIR006C,SGN1,PAN1,8571
9,right,S000001440,S000001446,YIR001C,YIR007W,SGN1,EGH1,13809
9,right,S000001440,S000001447,YIR001C,YIR008C,SGN1,PRI1,16182
9,right,S000001440,S000001448,YIR001C,YIR009W,SGN1,MSL1,17630
9,right,S000001440,S000001449,YIR001C,YIR010W,SGN1,DSN1,18536
9,right,S000001440,S000001450,YIR001C,YIR011C,SGN1,STS1,20392
9,right,S000001440,S000001451,YIR001C,YIR012W,SGN1,SQT1,21591
9,right,S000001440,S000001452,YIR001C,YIR013C,SGN1,GAT4,23124
9,right,S000001440,S000001453,YIR001C,YIR014W,SGN1,YIR014W,24191
9,right,S000001440,S000001454,YIR001C,YIR015W,SGN1,RPR2,25053
9,right,S000001440,S000001455,YIR001C,YIR016W,SGN1,YIR016W,25733
9,right,S000001440,S000028799,YIR001C,YIR017W-A,SGN1,YIR017W-A,26671
9,right,S000001440,S000001456,YIR001C,YIR017C,SGN1,MET28,26661
9,right,S000001440,S000001457,YIR001C,YIR018W,SGN1,YAP5,27714
9,right,S000001440,S000028837,YIR001C,YIR018C-A,SGN1,YIR018C-A,28669
9,right,S000001440,S000001458,YIR001C,YIR019C,SGN1,FLO11,32677
9,right,S000001440,S000001459,YIR001C,YIR020C,SGN1,YIR020C,37360
9,right,S000001440,S000007241,YIR001C,YIR020W-A,SGN1,YIR020W-A,38022
9,right,S000001440,S000001460,YIR001C,YIR021W,SGN1,MRS1,40399
9,right,S000001440,S000028800,YIR001C,YIR020C-B,SGN1,YIR020C-B,40320
9,right,S000001440,S000028838,YIR001C,YIR021W-A,SGN1,YIR021W-A,41619
9,right,S000001440,S000001461,YIR001C,YIR022W,SGN1,SEC11,41838
9,right,S000001440,S000001462,YIR001C,YIR023W,SGN1,DAL81,42882
9,right,S000001440,S000028801,YIR001C,YIR023C-A,SGN1,YIR023C-A,45488
9,right,S000001440,S000001463,YIR001C,YIR024C,SGN1,INA22,45946
9,right,S000001440,S000001464,YIR001C,YIR025W,SGN1,MND2,46764
9,right,S000001440,S000001465,YIR001C,YIR026C,SGN1,YVH1,47978
9,right,S000001440,S000001466,YIR001C,YIR027C,SGN1,DAL1,49365
9,right,S000001440,S000001467,YIR001C,YIR028W,SGN1,DAL4,51573
9,right,S000001440,S000001468,YIR001C,YIR029W,SGN1,DAL2,53912
9,right,S000001440,S000001469,YIR001C,YIR030C,SGN1,DCG1,55141
9,right,S000001440,S000028802,YIR001C,YIR030W-A,SGN1,YIR030W-A,56004
9,right,S000001440,S000001470,YIR001C,YIR031C,SGN1,DAL7,56120
9,right,S000001440,S000001471,YIR001C,YIR032C,SGN1,DAL3,58135
