chromosome,arm,gene_id_a,gene_id_b,orf_id_a,orf_id_b,gene_name_a,gene_name_b,distance
6,left,S000001826,S000001826,YFL068W,YFL068W,YFL068W,YFL068W,0
6,left,S000001826,S000001827,YFL068W,YFL067W,YFL068W,YFL067W,301
6,left,S000001826,S000001828,YFL068W,YFL066C,YFL068W,YFL066C,902
6,left,S000001826,S000001829,YFL068W,YFL065C,YFL068W,YFL065C,2495
6,left,S000001826,S000001830,YFL068W,YFL064C,YFL068W,YFL064C,2787
6,left,S000001826,S000001831,YFL068W,YFL063W,YFL068W,YFL063W,4531
6,left,S000001826,S000001832,YFL068W,YFL062W,YFL068W,COS4,5891
6,left,S000001826,S000001833,YFL068W,YFL061W,YFL068W,DDI2,9010
6,left,S000001826,S000001834,YFL068W,YFL060C,YFL068W,SNO3,9766
6,left,S000001826,S000001835,YFL068W,YFL059W,YFL068W,SNZ3,10828
6,left,S000001826,S000001836,YFL068W,YFL058W,YFL068W,THI5,12394
6,left,S000001826,S000001839,YFL068W,YFL055W,YFL068W,AGP3,16469
6,left,S000001826,S000001840,YFL068W,YFL054C,YFL068W,AQY3,20312
6,left,S000001826,S000001841,YFL068W,YFL053W,YFL068W,DAK2,22888
6,left,S000001826,S000001842,YFL068W,YFL052W,YFL068W,ZNF1,27697
6,left,S000001826,S000001843,YFL068W,YFL051C,YFL068W,YFL051C,29523
6,left,S000001826,S000001844,YFL068W,YFL050C,YFL068W,ALR2,32737
6,left,S000001826,S000001845,YFL068W,YFL049W,YFL068W,SWP82,36268
6,left,S000001826,S000001846,YFL068W,YFL048C,YFL068W,EMP47,38308
6,left,S000001826,S000001847,YFL068W,YFL047W,YFL068W,RGD2,39886
6,left,S000001826,S000001848,YFL068W,YFL046W,YFL068W,FMP32,42280
6,left,S000001826,S000001849,YFL068W,YFL045C,YFL068W,SEC53,43093
6,left,S000001826,S000001850,YFL068W,YFL044C,YFL068W,OTU1,44120
6,left,S000001826,S000001852,YFL068W,YFL042C,YFL068W,LAM5,45185
6,left,S000001826,S000028547,YFL068W,YFL041W-A,YFL068W,YFL041W-A,48199
6,left,S000001826,S000001853,YFL068W,YFL041W,YFL068W,FET5,48604
6,left,S000001826,S000001854,YFL068W,YFL040W,YFL068W,YFL040W,50815
6,left,S000001826,S000001855,YFL068W,YFL039C,YFL068W,ACT1,52725
6,left,S000001826,S000001856,YFL068W,YFL038C,YFL068W,YPT1,54831
6,left,S000001826,S000001857,YFL068W,YFL037W,YFL068W,TUB2,55801
6,left,S000001826,S000001858,YFL068W,YFL036W,YFL068W,RPO41,58247
6,left,S000001826,S000001859,YFL068W,YFL034C-B,YFL068W,MOB2,62481
6,left,S000001826,S000006436,YFL068W,YFL034C-A,YFL068W,RPL22B,63708
6,left,S000001826,S000001860,YFL068W,YFL034W,YFL068W,MIL1,64942
6,left,S000001826,S000001861,YFL068W,YFL033C,YFL068W,RIM15,68580
6,left,S000001826,S000001862,YFL068W,YFL032W,YFL068W,YFL032W,74337
6,left,S000001826,S000001863,YFL068W,YFL031W,YFL068W,HAC1,74644
6,left,S000001826,S000028629,YFL068W,YFL031C-A,YFL068W,YFL031C-A,75479
6,left,S000001826,S000001864,YFL068W,YFL030W,YFL068W,AGX1,76296
6,left,S000001826,S000001865,YFL068W,YFL029C,YFL068W,CAK1,77520
6,left,S000001826,S000001866,YFL068W,YFL028C,YFL068W,CAF16,78809
6,left,S000001826,S000001867,YFL068W,YFL027C,YFL068W,GYP8,79884
6,left,S000001826,S000001868,YFL068W,YFL026W,YFL068W,STE2,82045
6,left,S000001826,S000001869,YFL068W,YFL025C,YFL068W,BST1,83610
6,left,S000001826,S000001870,YFL068W,YFL024C,YFL068W,EPL1,87312
6,left,S000001826,S000001871,YFL068W,YFL023W,YFL068W,BUD27,90451
6,left,S000001826,S000001872,YFL068W,YFL022C,YFL068W,FRS2,92964
6,left,S000001826,S000001873,YFL068W,YFL021W,YFL068W,GAT1,95431
6,left,S000001826,S000028766,YFL068W,YFL021C-A,YFL068W,YFL021C-A,95226
6,left,S000001826,S000001874,YFL068W,YFL020C,YFL068W,PAU5,98696
6,left,S000001826,S000001875,YFL068W,YFL019C,YFL068W,YFL019C,99717
6,left,S000001826,S000001876,YFL068W,YFL018C,YFL068W,LPD1,101093
6,left,S000001826,S000002965,YFL068W,YFL017W-A,YFL068W,SMX2,103164
6,left,S000001826,S000001877,YFL068W,YFL017C,YFL068W,GNA1,103448
6,left,S000001826,S000001878,YFL068W,YFL016C,YFL068W,MDJ1,104166
6,left,S000001826,S000028765,YFL068W,YFL015W-A,YFL068W,YFL015W-A,105880
6,left,S000001826,S000001879,YFL068W,YFL015C,YFL068W,YFL015C,105934
6,left,S000001826,S000001880,YFL068W,YFL014W,YFL068W,HSP12,106721
6,left,S000001826,S000028628,YFL068W,YFL013W-A,YFL068W,YFL013W-A,107264
6,left,S000001826,S000002964,YFL068W,YFL012W-A,YFL068W,YFL012W-A,109275
6,left,S000001826,S000001881,YFL068W,YFL013C,YFL068W,IES1,107317
6,left,S000001826,S000001882,YFL068W,YFL012W,YFL068W,YFL012W,110112
6,left,S000001826,S000001883,YFL068W,YFL011W,YFL068W,HXT10,111810
6,left,S000001826,S000001955,YFL068W,YFL010W-A,YFL068W,AUA1,114455
6,left,S000001826,S000001884,YFL068W,YFL010C,YFL068W,WWM1,114573
6,left,S000001826,S000001885,YFL068W,YFL009W,YFL068W,CDC4,115610
6,left,S000001826,S000001886,YFL068W,YFL008W,YFL068W,SMC1,118894
6,left,S000001826,S000001887,YFL068W,YFL007W,YFL068W,BLM10,122944
6,left,S000001826,S000001889,YFL068W,YFL005W,YFL068W,SEC4,129799
6,left,S000001826,S000001890,YFL068W,YFL004W,YFL068W,VTC2,131275
6,left,S000001826,S000001891,YFL068W,YFL003C,YFL068W,MSH4,133986
6,left,S000001826,S000001894,YFL068W,YFL002C,YFL068W,SPB4,144579
6,left,S000001826,S000001895,YFL068W,YFL001W,YFL068W,DEG1,146596
6,left,S000001827,S000001826,YFL067W,YFL068W,YFL067W,YFL068W,301
6,left,S000001827,S000001827,YFL067W,YFL067W,YFL067W,YFL067W,0
6,left,S000001827,S000001828,YFL067W,YFL066C,YFL067W,YFL066C,74
6,left,S000001827,S000001829,YFL067W,YFL065C,YFL067W,YFL065C,1667
6,left,S000001827,S000001830,YFL067W,YFL064C,YFL067W,YFL064C,1959
6,left,S000001827,S000001831,YFL067W,YFL063W,YFL067W,YFL063W,3703
6,left,S000001827,S000001832,YFL067W,YFL062W,YFL067W,COS4,5063
6,left,S000001827,S000001833,YFL067W,YFL061W,YFL067W,DDI2,8182
6,left,S000001827,S000001834,YFL067W,YFL060C,YFL067W,SNO3,8938
6,left,S000001827,S000001835,YFL067W,YFL059W,YFL067W,SNZ3,10000
6,left,S000001827,S000001836,YFL067W,YFL058W,YFL067W,THI5,11566
6,left,S000001827,S000001839,YFL067W,YFL055W,YFL067W,AGP3,15641
6,left,S000001827,S000001840,YFL067W,YFL054C,YFL067W,AQY3,19484
6,left,S000001827,S000001841,YFL067W,YFL053W,YFL067W,DAK2,22060
6,left,S000001827,S000001842,YFL067W,YFL052W,YFL067W,ZNF1,26869
6,left,S000001827,S000001843,YFL067W,YFL051C,YFL067W,YFL051C,28695
6,left,S000001827,S000001844,YFL067W,YFL050C,YFL067W,ALR2,31909
6,left,S000001827,S000001845,YFL067W,YFL049W,YFL067W,SWP82,35440
6,left,S000001827,S000001846,YFL067W,YFL048C,YFL067W,EMP47,37480
6,left,S000001827,S000001847,YFL067W,YFL047W,YFL067W,RGD2,39058
